species_id,volume,stratum,qwen_free_text,qwen_category,raw_text_snippet,gold_free_text,gold_category,notes
"3. Brachyactis  roylei  (DC)  Wendelbo  inNytt,  Mag.  B.  1:62.  1952.  Conyza roylei",12,clear_white,flowers white with violet tinge,WHITE,"D C Prodr. 5: 381. 1836. Brachyactis umbrosa Benth. in Hook., Icon. PI. 12: Sub. t. 1106. 1872; Hook.f., Fl. Brit. India 3: 253. 1881. B. wanqtuensis C B . Clarke, Comp. Ind. 61. 1876. Conyza umbrosa Karel & Kiril. in Ledeb. Fl. Ross. 2: 498. 1845. 102 FLORA OF INDIA [VOL. 12 Herbs, annual, 12-30 cm high, glandular-pubescent, branched from base; barnches 10-20 cm long, ascending, leafy. Leaves obovate, lobulate, cuneate at base, 1.2-2.5 x 0.3-0.6 cm, pubescent on both surfaces. Heads ca 1.2 cm across, often one in every leaf axil, sessile or long peduncled; peduncles 1-4 cm long. Involucral bracts biseriate, ca 3 mm long. Female florets many- seriate, filiform; ligule minute. Achenes obovate ca 2 mm long, sparingly silky. Pappus ca 5 mm long, reddish or whitish. FL & Fr. Aug. - Sept. Distrib. India: W. Himalayas. Jammu & Kashmir, Himachal Pradesh and Uttar Pradesh. C. Asia, Afghanistan, Pakistan and Nepal. 3 . Brachycome Cass. Herbs, usually scapigerous, sometimes branched. Heads heterogamous, rayed, small, solitary. Involucral bracts 2-seriate. Receptacle convex, naked. Ray florets 1-seriate. Disc florets bisexual, tubular, limb 5-cleft. Anther bases obtuse, entire. Achenes compressed. Pappus paleaceous, scanty or absent. Australia, Africa, N. America, New Zealand; ca 75 species, 1 in India. Note. B. iberidifolia Benth., a native of Australia, is grown as an ornamental in some places. Brachycome assamica C.B. Clarke, Comp. Ind. 40. 1876; Hook.f., Fl. Brit. India 3: 243. 1881. Shrubby, 15-30 cm high, glabrous; branches sharply angled. Leaves linear, alternate, sessile. Heads small, solitary, terminal. Involucral bracts 1-2-seriate, elliptic or ovate, margins scarious. Flowers radiate; outer row ligulate; ligule white with violet tinge, much longer than involucral bracts. Style branches ovate-lanceolate. Achenes terete-striate, narrowed above, beaked. Pappus absent. Distrib. India: Upper Assam, in the Dihing river. Note. The occurence of this species in India is doubtful. C.B. Clarke included this on the basis of specimen supposed to have been collected from Assam region (CAL). Hooker (1881) also mentions this on the authority of Clarke (1876). But for the present study neither type nor any authentic specimen could be located in CAL. 1995] ASTERACEAE 103",,,
"2. Braya thomsonii  Hook. f. in J. Linn. Soc, Bot. 5:168.1861.  B.  alpina  auct. non",2,clear_white,flowers white,WHITE,"Sternb. & Hoppe 1815; Hook. f. & T. Anderson in Fl. Brit. India 1:155.1872. Herbs, 2 - 3 (-6) cm high; stems pilose with long simple hairs. Radical leaves erect, 7 - 1 4 (-25) mm long, usually glabrous, rarely ciliate; cauline leaves 8 - 10 x 1.5 mm. Racemes 10 - 15-flowered, erect, up to 2.5 cm long. Flowers white, ca 3 mm across; pedicels erect, rigid, thickened in fruit. Sepals oblong. Petals spathulate, ca 1 mm broad. Stamens up to 3 mm long; anthers ca 0.3 mm long. Fruits linear, subtorulose, recurved- attenuate at apex, glabrous; valves erect, 1-nerved; style 0.5 - 0.8 mm long with faintly bilobate stigma; septum obscurely veined; seeds 8 -10,1-seriate, ovoid-oblong, brown- ish, ca 0.8 mm long. Fl. & Fr. June - Aug. Distrib. India: 3600 - 5000 m. Uttar Pradesh. China (Tibet).",,,
"12. Clematis grata Wallich, PI. Asiat. Rar. 1:83, t. 98.1830; Hook. f. & Thomson in",1,clear_white,flowers creamy-white,WHITE,"Fl. Brit. India 1:3 - 4.1872. C. cordata Royle, Illus. Bot. Himal. 51.1834. Large robust climbers; branches grooved, somewhat pubescent, climbing by means of twisted petioles. Leaves pinnately compound, (3-) 5 (-7)-foliolate; leaflets variable, generally ovate-lanceolate, often cordate at base, acute or sometimes 2- to 3-lobed, irregularly toothed along margins, subglabrous above, tomentose beneath. Inflores­ cence axillary or terminal, paniculate, few- to many-flowered, leafy. Flowers up to 2.5 cm across, creamy-white, scented. Sepals 4(-5), spreading horizontally or downwards, oblong-ovate, obtuse, petaloid, somewhat tomentose outside, glabrescent or puberulous inside. Stamens many; filaments linear, flat, glabrous; connectives hardly produced beyond anthers. Achenes in heads, ovate, compressed, densely hairy with up to 3.5 cm long feathery tails. Fl. & Fr. April - Jan. (varies in different localities). Distrib. India: Overtopping shrubs and low trees on open sunny localities between 800 2700 m in W. Himalayas. Jammu & Kashmir, Himachal Pradesh and Uttar Pradesh. Afghanistan, Pakistan, Nepal and S. China.",,,
"5. Paramignya  scandens  (Griffith)  Craib,  Fl.  Siam.  Enum.  1: 235.  1926.  Citrus",4,clear_white,flowers white,WHITE,"scandens Griffith, Not. Ad. PI. As. 4:495. 1854. Paramignya citrifolia Oliver in J. Linn. Soc. Bot. 5. Suppl. 2: 42. 1861, quoad descr., excl. syn. Limonia citrifolia Roxb. 1832. Paramignya griffithii Hook.f., Fl. Brit. India 1: 510. 1875, p.p., excl. specim. Malacca Fig. 83. (Griffith) Asm.: Bonjora; Kh.: Soh-nari-khla. Scandent shrubs, spinous; young parts finely pubescent to tomentulose; stem cylin- dric, gland-dotted; spines 5-20 mm long, recurved, tomentose; bark grey, lenticellate. Leaves simple; petioles 5-12 mm long, rather strong, inarticulate, slightly swollen near point of attachment below leaf blade, pubescent or glabrous; leaf blades elliptic-oblong to oblong-lanceolate or elliptic-obovate, rounded, sometimes also subcordate or rarely cuneate at base, abruptly and obtusely acuminate with 5 - 8 mm long acuminate at apex, entire along margins, coriaceous, dark green above, paler beneath, pubescent or mi- nutely hairy beneath, glabrous otherwise; secondary nerves 6 - 1 2 pairs, faint above, rather prominent beneath, obliquely arching upwards, finely reticulate. Bracteoles 2, deltate, ca 0.5 mm long, densely pubescent abaxially, glabrous adaxially; pedicels short, ca 5 mm long, finely tawny-pubescent. Flowers axillary, in 2 - 3-nate clusters or sometimes solitary, to 14 mm long. Calyx ca 5 mm long, deeply 5-lobed; lobes deltoid, acute, ventrally, ca 1 mm long, pubescent dorsally, glabrous within. Petals 5, elliptic, obtuse, to 12 mm long, glabrous, white. Stamens 10, subequal; filaments linear-subulate, to 10 mm long, glabrous; anthers oblong, ca 3 mm long. Ovary seated on a distinct gynophore, oblong-ovoid, ca 1.5 mm long, finely pubescent, 5-locular; style filiform, ca 10 mm long, pubescent at 1/4 below, glabrous above; stigma capitate. Fruiting pedicels very stout, to 5 mm long. Berries globose, pellucid-punctate, dark green (unripe), 4-locular with a oblong solitary seed. Fl. Feb.-April; Fr. Sept.-Dec. 314 FLORA OF INDIA [VOL.4 Fig. 83. Paramignya scandens (Griffith) Craib: fruiting twig. 1997] RUTACEAE 315 Distrib. India: Evergreen forests at lower elevations, 90-150 m. Tripura, Assam, Meghalaya, Orissa and Andhra Pradesh. Myanmar, Thailand and China. Notes. P. scandens has superficial resemblance to P. monophylla but differs in its finely pubescent to tomentose branches and foliage and smaller flowers (8-14 mm long) with minute, deltoid, acute sepals. This species can be distinguished from P. citrifoUa by its stamens with filaments longer than anthers and the indumentum of vegetative parts.",,,
"2. Gordonia  obtusa  Wallich  [Cat.  No.  1459.  1829, nom.  nud.]  ex Wight  &  Arn.,",3,clear_white,flowers white,WHITE,"Prodr. 87.1834; Dyer in Fl. Brit. India 1: 291.1874. G obtusifolia Wight, 111. Ind. Bot. Fig. 39. 1: 99.1838. G. parvifolia Wight, 111. Ind. Bot. 1: 99.1838. Trees, 10 - 30 m tall. Leaves 5 -15 x 2 - 5 cm, elliptic to oblong, acute at base, obtuse or obtusely acuminate at apex, crenate, glabrous, chartaceous; petioles 2 - 5 mm long, glabrous or with few hairs. Flowers white, axillary, solitary or 2 - 3 fascicled at ends of branches, ca 3 cm in diam.; pedicels 2 - 5 mm long,pubescent. Sepals 3 - 8 x 6 -10 mm, orbicular, pubescent outside, glabrous inside. Petals 1.5 - 2 x 0.8 - 1 cm, obovate, pubescent outside, glabrous inside. Stamens 4 - 8 mm long, unequal, connate at base. Ovary 3 - 5 mm long, ovoid, hairy; style ca 2 mm long; stigma lobed. Capsules 2 - 3 x 1.5 cm, oblong with a short acumen, 5-angled, valves deeply sulcate above. Seeds 3 - 7 x 2 mm, ellipsoid, winged; wings 6 -10 mm long, brownish. Fl.&Fr. Oct.-May. Distrib. India: Western Ghats, in evergreen forests between 500 and 2000 m. Maharashtra, Karnataka, Tamil Nadu and Kerala. Endemic. EXCLUDED SPECIES Gordonia anomala Sprengel, Syst. Veg. 1:126.1824; Dyer in Fl. Brit. 1: 292.1838. G. axillaris (Roxb.) Dietrich, Syn. PI 4:863.1847. Camellia axillaris Roxb. exKer.-Gawl. in Edw. Bot. Reg. 4: t. 349.1818 & in Sims Bot. Mag. 46: t. 2047.1819. This species was introduced from Pulo Penang by Roxburgh to the Indian Botanic garden, Calcutta. It is no more extant in the garden.",,,
"12. Viola hookeri  Thomson in Fl. Brit. India  1:183.1872, pro  max. parte,  emend.",2,clear_white,flowers white with purple veins,WHITE,"Fig. 67 o. W. Becker in Beih. Bot. Centralbl. Abt. 2, 34: 259.1916. Herbs, perennial, glabrous or younger parts pilose; root-stock warted; stems and stolons short. Leaves broadly ovate-orbicular, rounded at apex, rarely subacute, broadly crenate, 1.5 - 4 x 1.5 - 3.5 cm, basal sinus deep; lobes touching or overlapping, glabrous; petioles up to 10 cm long, not winged; stipules lanceolate, acuminate, up to 1.2 cm long, toothed or lacerate, glandular at tip. Peduncles up to 7 cm long. Flowers ca 1 cm across, white with purple veins. Sepals lanceolate, obtuse, ca 5 mm long. Petals oblong-ovate, ca 1 cm long, minutely puberulous. Style subclavate, narrowed downwards from the obscurely beaked stigma. Capsules ca 5 mm long; valves apiculate, glandular. Fl. April - June; Fr. July - Aug. Distrib. India: Moist places in shaded places of forests, 2000-3000 m. West Bengal, Sikkim and Arunachal Pradesh. Nepal, Bhutan and China. Notes. Chromosome number reported: n = 9 (Sharma & Sarkar in Research Bulletin 2: 39.1967-68); n = 9, 36 (Chatterjee & Sharma in J. Genet. 61: 52 - 63.1973). 1993] VIOLACEAE 365 Thomson described V. hooked based on two collections: (i) from Bhutan by Griffith and (ii) from Sikkim by J.D. Hooker, as mentioned in the protologue, although he was not unaware of there being two species mixed up and if so they occur in both Sikkim and Bhutan collections. The one with ovate-rotundate, deeply cordate or with overlapping basal auricles, rounded, crenate, glabrous, obtuse, silvery-grey beneath and minutely gland-dotted leaves and acute sepals has been described as V. sikkimensis by W. Becker (1916).",,,
13. Capparis grandiflora  Hook. f.  & Thomson  in Fl. Brit. India  1: 174.1872.  C.,2,clear_white,flowers white with orange throat,WHITE,"pyrifolia Wight & Arn., Prodr. 25.1834, non Lam. 1785. Kan.: Thottimara. Shrubs, erect or low scrambling and spreading, 0.5 - 2 m tall; twigs with coarse stellate brown pubescence; spines copious, recurved, 2 - 3 mm long; cataphylls absent. Leaves elliptic-ovate to suborbicular, subcordate to rounded at base, acute or obtuse- mucronate at apex, 1.5 - 3.5 x 1.2 - 2 cm, subcoriaceous, lustrous glabrous above, pubescent beneath; midrib sunken; lateral nerves 3 - 4 pairs; reticulations distinct; petioles 1.5 - 3 mm long. Flowers solitary, axillary, showy, 4 - 5 cm across, faintly odorous, white with orange throat; pedicels 1 -1.5 cm long, puberulous. Sepals subequal, 12 -18 x 5 - 8 mm, tomentose; outer pair boat-shaped, glabrous outside and villous inside towards margins; inner pair ovate to obovate, villous outside, glabrous inside. Petals 274 FLORA OF INDIA [VOL. 2 obovate-triangular, subtruncate, 2.5 - 3 x 0.9 -1.4 cm, white, glabrous. Torus 1.5-2 mm wide. Stamens 67 -101, exceeding gynoecium; filaments white; anthers blue to pinkish. Gynophore 2 - 2.5 cm, glabrous; ovary beaked, glabrous, 4 - 5-furrowed, oblong to ovoid-cylindric, 6 - 8 x 1.2 mm; stigma puberulous, cushion-shaped, 1.5 - 2 mm across- placentae 4 - 5 . Fruits ellipsoid or ovoid, beaked, 5 - 7.5 x 2.2 - 4 cm, 5 - 6-ribbed, red- stalk 3.5 - 4 cm long, ca 2 mm thick; pericarp adhering to seeds; seeds many, 5 - 7 x 5.5 - 6.5 mm. Fl. Feb. - Aug.; Fr. July - Oct. Distrib. India: Scrub jungles or deciduous forests, 500 -1000 m, frequently associ- ated with Capparis roxburghii and C. sepiaria. Karnataka, Kerala and Tamil Nadu. Endemic to slopes of Nilgiri and Coorg hills. Notes. At Thekkumalai hills in Coimbatore District of Tamil Nadu, a few clumps had flowers with 8 petals arranged in two series of four each, outer petals strap-shaped, 2 - 2.2 x 0.6 cm, inner ones obovate-elliptic, ca 2.5 -1.3 cm and both ovary and stigmas tomentose.",,,
"1844. C. elliptica  Willd., Sp. PI. 2:628.1799, nom. superfl. (based onA  lanceolata Lam.).",2,clear_white,flowers greenish white,WHITE,"Beng.: Maun; Hindi: Chilla, Churcha; Mar.: Karei; Or.: Kokra; Tam.: Kodichai; Tel.: Chilaka-duddi. 398 FLORA OF INDIA [ VOL. 2 Shrubs or small trees, up to 8 m tall; branchlets tomentose or pubescent, rarely glabrescent; younger parts sometimes velutinous tomentose. Leaves ovate-lanceolate, usually rounded, rarely cuneate or subtruncate and always somewhat oblique at base, obtuse or obtusely short acuminate at apex, coarsely but distantly serrate or crenate to subentire, 5 - 22 x 2.5 - 8.5 cm, subcoriaceous when mature, sparsely but softly pubescent to velvety tomentose (usually more dense along midrib and beneath) or glossy and glabrescent, often subdensely pellucid-punctate and lineolate (apparent in glabrescent young leaves); secondary veins 8 - 12 pairs; petioles 3 - 8 (-10) mm long, densely tomentose to sparsely pubescent. Flowers greenish white, 5 - 8 mm across, few or numerous in dense axillary glomerules; pedicels 4 - 5 mm long, densely tomentose to sparsely pubescent. Calyx broadly elliptic, ca 3 mm long, densely to sparsely so inside. Stamens 8; filaments ca 2 mm long, glabrous; staminodes shorter than filaments, clavate, villous pubescent at apex. Ovary ovoid, ca 1 mm long, glabrous; style short; stigma discoid. Capsules 1.5 - 2.8 cm long, ellipsoid. Fl. (Jan.-) Feb. - April (-May); Fr. April - Aug. Distrib. India: Common throughout from subhimalayan tracts to peninsular India up to an elevation of 900 m in dry deciduous forests, scrub jungles, waste lands and river valleys. Sri Lanka and Pakistan. Notes. The South Andaman record (Thothathri in Bull. Bot. Surv. India 2: 365. 1960) of this species is based on the erroneous identification of specimens olGlochidion hirsutum (Roxb.) Voigt (Euphorbiaceae).",,,"AUTO-FLAG: abbreviated genus ('C.') - this is likely a duplicate identification-key stub, not the real species treatment; the full name may appear elsewhere in the volume"
"9. Stellaria  reticulivena  Hayata,  Icon.  PI. Formos. 7:  1, f.  1.  1918; Majumdar  in",2,clear_white,flowers white,WHITE,"Bull. Bot. Surv. India 21: 172, ff.l - 9.1979. S. micrantha Hayata, Mat. Fl. Formosa 36. 1911, non Spruce ex Rohrb. 1871 - 73. Herbs, slender, suberect or decumbent, glabrous; internodes 1 - 2 (-3) cm long. Leaves sessile, broadly ovate, rounded at base, acuminate at apex, 6 - 15 x 4 - 10 mm, sometimes ciliate along margins, pale green; midnerve impressed above, prominent beneath; minor nerves reticulate. Flowers in slender leafless branched cymes; pedicels divaricate; bracts ovate, acute, scarious. Sepals 5, ovate to ovate-oblong, acute at apex, 2 - 2.5 mm long, scarious-margined. Petals 5,1 -1.5 mm long, white. Stamens 5 -10, ca 2 mm long. Styles 3, recurved at apex. Capsules ovoid, 6-valved, ca 3 mm long; seeds globose, compressed, 0.6 - 0.8 mm in diam., dark brown, shortly beaked, reticulate. 588 ""•• FLORA OF INDIA - [ VOL. 2 Fl.&Fr. April-June. Distrib. India: Temperate Himalayas, 1800 - 2800 m, by stream sides in forests. Sikkim and Arunachal Pradesh. Bhutan and Taiwan.",,,
"4. Lepidium latifolium  L.,  Sp. PI. 644. 1753; Hook. f.  & T. Anderson  in Fl. Brit.",2,clear_white,flowers white,WHITE,"Fig. 34. India 1:160.1872. Eng.: Perennial-pepper-grass, Broad-leaved-pepper-grass, Dittander; Ladakh: Go- nyach. Herbs or subshrubs, perennial, up to 1 m tall; stems erect, much-branched, arising from a branched rootstock, glabrous or sparsely simple hairy. Leaves oblong-lanceolate or ovate, acute, more or less serrate, glabrous; basal leaves long-petioled, ovate, elliptic, spathulate to oblong-lanceolate, simple to pinnately lobed, serrate along margins, up to 30 x 6 cm; upper leaves subsessile to sessile, lanceolate, tapering at base, acute to apiculate at apex; uppermost leaves reduced, narrowly elliptical to linear, bract-like. Flowers white, up to 1.5 mm long, in short densely panicled bracteate corymbs; pedicels spreading, 3 - 5 mm long in fruit, glabrous or minutely hairy. Sepals suborbicular, 1 - 2.25 mm long, whitish at margins, finely hairy, caducous. Petals suborbicular, distinctly or obscurely clawed, white, rarely pink at base, 2 - 3 mm long. Fruits ellipsoid to ovoid, terminating in very short style, 2.5 - 2.75 x 1.75 mm, glabrous or finely pubescent; valves pilose, sometimes glabrous, not winged. Seeds elliptical, ca 1.25 x 0.75 mm; cotyledons incumbent. Fl. & Fr. June - Aug. Distrib. India: Jammu & Kashmir and Himachal Pradesh. Bhutan, C. & S.W. Asia, Europe, N. Africa and Australia. Notes. Leaves are edible and used as salad or spice.",,,
"1874. C. serratifolius D C , Prodr. 1: 504.1824.",3,clear_yellow,flowers yellow,YELLOW,"Guj.: Kadvichuchdi; Hindi: Kagli, Karaka, Tambakhu; Kan.: Tandassir; Mar.: Ka- dunchuch; Sans.: Dirghachanchu, Kaunti. Herbs, annual, erect or suberect, much branched, 30 - 150 cm high, pubescent. Leaves 1.3 - 10 x 0.4 - 3.5 cm, narrowly oblong-lanceolate to broadly oblong-elliptic, obtuse at apex, crenate-serrate, basal most serrations prolonged into filiform processes or not, sparsely hairy on both surfaces, distinctly hairy along nerves, 3 - 5-nerved; petioles 4 - 1 2 mm long, pilose; stipules 4 - 5 mm long, setose. Flowers 1 - 3, in leaf-opposed, shortly pedunculate cymes, ca 1.2 cm across; pedicels ca 2.5 mm long, glabrous; bracts ca 3 mm long, linear-lanceolate, caudate. Sepals 4 - 5 mm long, linear-oblong, acumi- nate. Petals yellow, 5 - 6.5 mm long, somewhat pandurate, obtuse. Stamens 15 - 20. Carpels 3; ovary cylindric, hairy, 3-loculed; style short; stigmas 3, capitate. Capsules 2 - 7 cm long, ca 2.5 mm across, 3-angular, straight, sometimes curved, scabrous-tubercu- late, 3-loculed, transversely septate between seeds; beak ca 2.5 mm long, undivided. Seeds 1 -1.2 mm long, black. Fl. & Fr. Almost throughout the year. 1993] TILIACEAE 489 Distrib. India: Himachal Pradesh, Haryana, Delhi, Punjab, Uttar Pradesh, Bihar, West Bengal, Orissa, Madhya Pradesh, Rajasthan, Gujarat, Maharashtra, Andhra Pradesh, Karnataka and Tamil Nadu. Paleotropics.",,,"AUTO-FLAG: abbreviated genus ('C.') - this is likely a duplicate identification-key stub, not the real species treatment; the full name may appear elsewhere in the volume"
"6. Sisymbrium  officinale  (L.)  Scop., Fl. Cam.  2: 26. 1772; Naqshi  in Geobios 2:",2,clear_yellow,flowers yellow,YELLOW,"164.1975. Erysimum officinale L., Sp. PI. 660.1753. 1993] BRASSICACEAE 245 Herbs, annual, 20 - 50 cm high, erect, densely branched, with simple rigid reflexed hairs Radical leaves rosulate, lyrately deeply pinnatisect, 5 - 8 x 3 - 4 cm; terminal lobes ore or less rounded or subtriangular, irregularly toothed; cauline leaves smaller with n a r row, often hastate terminal lobe. Racemes branched, 15 - 25-flowered. Flowers 3 - 4 mm across, yellow; pedicels erect, thickened, ca 3 mm long, erect. Sepals erect, slightly saccate at base, ca 2 mm long. Petals spathulate, spreading, clawed at base, obtuse at apex, ca 4 mm long. Stamens ca 3 mm long. Fruits 1 -1.5 cm long, hispid or glabrous; valves rigid, 2 - 3-nerved, rigid. Seeds 10 - 11 in each locule, ellipsoid, reddish-brown. Fl. & Fr. April - July. Distrib. India: An undergrowth in Deodar forests, at ca 1800 m. Kashmir and Himachal Pradesh. Europe, Asia and N. Africa. Motes. Naqshi (1. c.) reports it from Uri in Kashmir with detailed description.",,,
"2. Isatis tinctoria  L., Sp. PI. 670.1753; Hook. f. & T. Anderson in Fl. Brit. India 1:",2,clear_yellow,flowers yellow,YELLOW,"F'g-33. 163.1872. Eng.: Dyer's wood. Herbs, biennial or rarely perennial, erect, much-branched, glabrous or hirsute, subglaucous, up to 1 m high. Basal leaves rosulate, oblong-lanceolate or oblanceolate, shortly stalked, entire or weakly dentate, 5 -15 x 1 - 3 cm; cauline leaves gradually smaller, linear or linear-lanceolate, acutely auricled and amplexicaul at base, entire. Inflores- cence a loose panicle elongating up to 12 cm long in fruit; pedicels filiform, 5 - 8 mm long in fruit, more or less deflexed. Sepals 2 - 2.5 mm long, glabrous. Petals oblong- obovate, cuneate towards base, yellow, 3 - 5 mm long. Fruit oblong, elliptic-obovate, cuneate towards base, obtuse or emarginate at apex, 10 - 25 x 2 - 5 (-9) mm, glabrous or puberulent; wings thick, midrib usually slender. Seeds oblong to ellipsoid, brown, 3 - 4 x 1 mm. Fl.&Fr. May-June. Distrib. India: Jammu & Kashmir and Himachal Pradesh. Cultivated in Europe, N. and E. Asia. Notes. The blue and green pigments extracted from the leaves are used as dye in textile industry. A highly polymorphic species.",,,
"24. Draba polyphylla  O. Schulz in Engler, Pflanzenr.  89:^ 180.1927.  D. elata  auct.",2,clear_yellow,flowers yellow,YELLOW,"non Hook. f. & Thomson 1861; Hook. f. & T. Anderson in Fl. Brit. India 1: 142.1872, p . p . Herbs, perennial, robust; stems often simple, 20 - 60 cm in flower, up to 90 cm high in fruit. Basal leaves oblanceolate, often semiamplexicaul or subsessile, (10-) 15 - 25 (-35) x 3.5 - 8 mm; cauline leaves oblong or oblong-elliptic, semiamplexicaul at base, dentate along margins, (5-) 15 - 20 (-40) x (-2) 3 - 8 (-12) mm, gradually transformed into bracts. Flowers yellow, bracteate, 20 - 40 in subcapitate racemes; pedicels 5 - 20 mm long in fruit. Sepals ovate, 2.5 - 3 x 1.5 - 2 mm. Petals obovate or oblanceolate, emarginate at apex, 3.5 - 4x 1.5 - 2 mm. Ovary glabrous. Fruits oblong-ellipsoid or ovoid, often twisted, obtuse at apex, 7 -12 (-14) x 4 - 6 mm, glabrous. Fl. May - July; Fr. Aug. - Oct. Distrib. India: 3600-5000 m. Sikkim. Endemic.",,,
142. Impatiens  phoenicea  Beddome  in Madras  J.  Lit. Sci. ser. 2.  19:  175. 1858 &,4,clear_yellow,"flowers brilliant scarlet, yellow in centre",YELLOW,"Icon. 30. t. 148. 1868 - 1874; Hook, f., Fl. Brit. India 1: 466. 1875. Herbs, suffruticose, erect, 0.3 to 1 m high, branched or not, glabrous. Leaves alternate, lanceolate or ovate, attenuate at both ends, bristly crenate-serrate, incurved, 5 - 15 x 2.5 - 3.5 cm, dark-green, shining; petioles 1.5 - 2.5 cm long. Peduncles axillary as long as leaves, slender, erect; bracts at base of pedicels, ovate, cordate, persistent. Flowers ca 2.5 cm long, brilliant scarlet, yellow in centre. Lateral sepals obliquely ovate. Lip with spur blood-crimson, trumpet-shaped, incurved with swollen tip. Standard scarlet, broad, ovate. Wings scarlet, yellow at base, small; basal lobes cordate, overlap- ping the larger oblong, distal lobes. Capsules 4-5- seeded; seeds compressed-furrowed, ca 3 mm long, light brown. Fl. & Fr. May - Nov. but mostly Sept. - Oct. Distiib. India: Southern Western Ghats south of Pulneys and H igh Ranges of Kerala, sholas above 1,500 m. Tamil Nadu and Kerala. Ende mic. Notes. This beautiful and striking species with its bright scarlet flowers against dark green foliage is closely allied to Impatiens walkeri Hook, of Sri Lanka. This plant can be cultivated using cuttings and deserves a place in gardens. Chromosome no. n = 10 (Bhaskar, V. in Taxon 25(1): 155. 1976).",,,
21. A  nakaol,1,clear_yellow,"flowers yellow, in panicles",YELLOW,"16a. b. 17a. b. 18a. Carpels 3 Carpels 5 Flowers yellow, in panicles Flowers blue, in terminal racemes Carpels glabrous b. Carpels pubescent",,,"AUTO-FLAG: abbreviated genus ('A') - this is likely a duplicate identification-key stub, not the real species treatment; the full name may appear elsewhere in the volume"
1. A  aestivalis,1,clear_yellow,flowers golden yellow,YELLOW,"b. Perennial herbs; leaf segments narrow, linear; flowers golden yellow, without dark purple centre;",,,"AUTO-FLAG: abbreviated genus ('A') - this is likely a duplicate identification-key stub, not the real species treatment; the full name may appear elsewhere in the volume"
7. Mahonia magnifica Ahrendt in J. Linn. Soc. Lond.  (Bot.)  57:309.1961.,1,clear_yellow,flowers brilliant yellow,YELLOW,"Small trees, branching repeatedly. Leaves up to 50 x 25 cm; the basal pair 5 - 20 mm above the base; lateral leaflets 10-11 pairs, lanceolate, broadly cuneate to subrounded at base, 10 -18 spinose-serrate along margins, 10 -14 x 1.8 - 3.5 cm, dull above, indistinctly openly reticulate. Racemes 10 - 20 cm, erect, fascicled; flowers ca 12, brilliant yellow; bracts 12 -15 x 6 - 8 mm; pedicels 2 -5 mm, slender. Outer sepals oblong-ovate, 2 - 3 x 6 -8 mm; median sepals elliptic, ca 5 x 2.5 - 3 mm; inner sepals oblong-elliptic, ca 6S x 3 mm. Petals ca 4.5 x 2.5 mm. Stamens 3.5 - 4 mm, scarcely produced, truncate. Styles 1-1.5 mm or longer. Distrib. India: Manipur. Endemic.",,,
3. Wedelia  montana var.  wallichii  (Less.) H. Koyama  in Acta Phytotax.  Geobot.,12,clear_yellow,flowers yellow,YELLOW,"34: 171. 1985. W. wallichii Less, in Linnaea 6: 162. 1831; Hook.f., Fl. Brit. India 3: Fig, 122. 307. 1881. Herbs, erect or suberect, 15-60 cm high; stems hispid, pubescent. Leaves flaccid, ovate or ovate-lanceolate, crenate-serrate, acuminate, hispid, 3-10 cm long. Heads yellow, leaf-opposed, solitary, terminal, up to 2.5 cm in diam., short peduncled. Involucral bracts in 2-series; outer calyciform, 4-5, oblong-acute, imbricate, 1-1.5 cm long, each subtending a ray floret; inner narrow, lanceolate, 6-8 mm long. Ray florets 5; corolla yellow, 3-dentate, up to 1 cm long. Disc florets 4-7, each subtended by a conduplicate nerved, linear-lanceolate palea. Achenes brown, obpyramidal, obovoid, 1995] ASTERACEAE 425 Fig. 122. Wedelia montana var. wallichii (Less.) H. Koyama : a. A portion of the twig; b. Involucral bracts; c. Ray florets; d. Disc florets; e. Achene. 426 FLORA OF INDIA [VOL. 12 scarcely compressed with a truncate apex, hairy at the top, 3 x 2.5 mm. Pappus a very short scaly or toothed ciliate ring. Fl. & Fr. July - Dec. Distrib. India: Uttar Pradesh, West Bengal, Sikkim, Arunachal Pradesh and Meghalaya. Bhutan and Myanmar.",,,
"14. Ranunculus lingua L., Sp. PI. 775.1753; Hook. f. & Thomson in Fl. Brit. India",1,clear_yellow,flowers bright yellow,YELLOW,"1:16.1872. 1993] RANUNCULACEAE 123 Herbs, perennial, erect or stoloniferous, in semi-aquatic habitats, glabrous or sparsely appressed pubescent; rootstock thick, stout, articulate, creeping; stems erect, glabrous. Basal leaves ovate, cordate, long-petiolate, soon withering. Cauline leaves oblong-lanceolate, entire, or subserrate, amplexicaul at base, attenuate at apex, up to 20 cm long, parallel-veined, ribbed. Flowers few, (2-)3 - 5 cm across, bright yellow. Sepals patently villose. Petals dichotomously veined. Carpels many, 80 100, on elongate receptacle. Achenes obovate, ca 2.5 mm long, subcompressed, submarginate, pitted; beak short, erect. FI. & Fr. June - July. Distrib. India: W. Himalayas, ca 2000 m. Jammu & Kashmir, Himachal Pradesh. Asia and Europe. Notes. An attractive plant with its parallel-veined long leaves and large yellow flowers. Very variable in its wide range of distribution. European forms with high polyploid chromosome numbers of 2n = 128 are known.",,,
